,extraction_date,round,name,club,position,fantasy_value,fantasy_position_group,minutes,man_of_match,meters_carried,defenders_beaten,offloads,tries,assists,conversions,penalties,drop_goals,scrum_wins,kick_50_22,tackles,breakdown_steals,lineout_steals,penalties_conceded,yellow_cards,red_cards,points,points_per_min
957,2025-03-16,5,J. Brex,Italy,Centre,13.5,Centre,80,0,85,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,19.0,23
958,2025-03-16,5,M. Llewellyn,Wales,Centre,11.9,Centre,57,0,75,2,2,0,0,0,0,0,0,0,5,0,0,1,0,0,19.0,33
959,2025-03-16,5,M. Smith,England,Fly-Half,17.7,Back Three,80,0,68,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,18.0,22
960,2025-03-16,5,E. Genge,England,Prop,13.8,Prop,63,0,33,3,1,0,0,0,0,0,2,0,6,0,0,1,0,0,18.0,28
961,2025-03-16,5,S. Varney,Italy,Scrum-Half,10.2,Subs,35,0,9,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,18.0,51
962,2025-03-16,5,J. Roberts,Wales,Centre,10.5,Back Three,80,0,77,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17.0,21
963,2025-03-16,5,G. Alldritt,France,Back Row,19.8,Back Row,46,0,34,1,0,0,0,0,0,0,1,0,6,1,0,1,0,0,16.0,34
964,2025-03-16,5,J. Ritchie,Scotland,Back Row,12.9,Back Row,69,0,24,1,2,0,0,0,0,0,4,0,7,1,0,3,1,0,16.0,23
965,2025-03-16,5,D. Lake,Wales,Hooker,10.5,Subs,40,0,31,2,0,0,0,0,0,0,1,0,8,0,0,0,0,0,16.0,40
966,2025-03-16,5,G. Brown,Scotland,Back Row,8.1,Second Row,58,0,39,1,0,0,0,0,0,0,5,0,6,0,0,0,0,0,16.0,27
967,2025-03-16,5,H. Jones,Scotland,Centre,17.6,Centre,66,0,67,2,1,0,0,0,0,0,0,0,4,0,0,1,0,0,15.0,22
968,2025-03-16,5,L. Cannone,Italy,Back Row,16.2,Back Row,29,0,40,1,0,0,0,0,0,0,2,0,7,0,0,0,0,0,15.0,51
969,2025-03-16,5,D. Fischetti,Italy,Prop,13.1,Prop,56,0,23,1,0,0,0,0,0,0,5,0,9,0,0,3,0,0,15.0,26
970,2025-03-16,5,J. Evans,Wales,Fly-Half,11.7,Subs,32,0,38,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,15.0,46
971,2025-03-16,5,J. George,England,Hooker,15.1,Subs,33,0,18,1,0,0,0,0,0,0,3,0,8,0,0,0,0,0,14.0,42
972,2025-03-16,5,J. Marchand,France,Hooker,14.6,Subs,42,0,25,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,14.0,33
973,2025-03-16,5,G. Ringrose,Ireland,Centre,13.2,Centre,80,0,42,3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,14.0,17
974,2025-03-16,5,M. Lucu,France,Scrum-Half,11.4,Scrum-Half,75,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,14.0,18
975,2025-03-16,5,O. Jegou,France,Back Row,11.6,Subs,34,0,11,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,13.0,38
976,2025-03-16,5,M. Guillard,France,Second Row,10.9,Second Row,46,0,3,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,13.0,28
977,2025-03-16,5,F. Dingwall,England,Centre,10.4,Centre,80,0,23,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,13.0,16
978,2025-03-16,5,A. Capuozzo,Italy,Back Three,15.8,Back Three,80,0,26,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12.0,15
979,2025-03-16,5,B. White,Scotland,Scrum-Half,14.1,Scrum-Half,66,0,18,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,12.0,18
980,2025-03-16,5,T. Faletau,Wales,Back Row,13.9,Back Row,52,0,39,2,0,0,0,0,0,0,2,0,3,0,0,0,0,0,12.0,23
981,2025-03-16,5,A. Jelonch,France,Back Row,12.0,Subs,34,0,27,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,12.0,35
982,2025-03-16,5,G. Gilchrist,Scotland,Second Row,11.3,Second Row,72,0,23,0,0,0,0,0,0,0,5,0,6,0,0,1,0,0,12.0,16
983,2025-03-16,5,S. Ferrari,Italy,Prop,9.8,Prop,56,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,12.0,21
984,2025-03-16,5,G. Ford,England,Fly-Half,12.8,Subs,25,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,11.0,44
985,2025-03-16,5,E. Daly,England,Back Three,12.7,Back Three,80,0,48,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11.0,13
986,2025-03-16,5,F. Bealham,Ireland,Prop,11.8,Prop,46,0,7,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,11.0,23
987,2025-03-16,5,E. Mee,Wales,Back Three,11.2,Back Three,80,0,48,1,0,0,0,0,0,0,0,0,6,0,0,1,0,0,11.0,13
988,2025-03-16,5,N. Smith,Wales,Prop,8.0,Prop,52,0,32,2,0,0,0,0,0,0,2,0,3,0,0,1,0,0,11.0,21
989,2025-03-16,5,D. Penaud,France,Back Three,18.8,Back Three,72,0,10,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,10.0,13
990,2025-03-16,5,B. Aki,Ireland,Centre,15.5,Subs,24,0,29,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10.0,41
991,2025-03-16,5,A. Porter,Ireland,Prop,15.1,Prop,64,0,17,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,10.0,15
992,2025-03-16,5,O. Chessum,England,Second Row,13.9,Second Row,18,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,10.0,55
993,2025-03-16,5,R. Henshaw,Ireland,Centre,14.1,Centre,56,0,18,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,10.0,17
994,2025-03-16,5,S. Negri,Italy,Back Row,13.5,Back Row,29,0,8,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,10.0,34
995,2025-03-16,5,J. McCarthy,Ireland,Second Row,13.4,Subs,34,0,11,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,10.0,29
996,2025-03-16,5,A. Wainwright,Wales,Back Row,16.8,Back Row,80,0,39,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,9.0,11
997,2025-03-16,5,P. Boudehent,France,Back Row,13.9,Back Row,46,0,6,0,0,0,0,0,0,0,1,0,9,0,0,1,0,0,9.0,19
998,2025-03-16,5,E. Dee,Wales,Hooker,12.4,Hooker,41,0,19,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,9.0,21
999,2025-03-16,5,L. Cowan-Dickie,England,Hooker,12.2,Hooker,47,0,14,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,9.0,19
1000,2025-03-16,5,T. Allan,Italy,Fly-Half,11.9,Back Three,75,0,14,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,9.0,12
1001,2025-03-16,5,W. Rowlands,Wales,Second Row,11.5,Second Row,48,0,7,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,9.0,18
1002,2025-03-16,5,U. Atonio,France,Prop,11.0,Prop,44,0,4,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,9.0,20
1003,2025-03-16,5,M. Page-Relo,Italy,Scrum-Half,10.0,Scrum-Half,45,0,39,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9.0,20
1004,2025-03-16,5,M. Spagnolo,Italy,Prop,8.2,Subs,24,0,4,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,9.0,37
1005,2025-03-16,5,J. Gibson-Park,Ireland,Scrum-Half,16.2,Scrum-Half,67,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8.0,11
1006,2025-03-16,5,N. Tompkins,Wales,Centre,11.8,Subs,23,0,20,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8.0,34
1007,2025-03-16,5,G. Anscombe,Wales,Fly-Half,12.2,Fly-Half,48,0,15,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,8.0,16
1008,2025-03-16,5,E. Meafou,France,Second Row,11.8,Subs,34,0,12,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,8.0,23
1009,2025-03-16,5,L. Marin,Italy,Fly-Half,8.5,Subs,5,0,36,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.0,160
1010,2025-03-16,5,T. Reffell,Wales,Back Row,17.1,Subs,28,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.0,25
1011,2025-03-16,5,J. Lowe,Ireland,Back Three,17.4,Back Three,80,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,8
1012,2025-03-16,5,M. Lamaro,Italy,Back Row,15.6,Subs,41,0,19,0,0,0,0,0,0,0,5,0,7,0,0,1,1,0,7.0,17
1013,2025-03-16,5,J. van der Flier,Ireland,Back Row,15.6,Back Row,52,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,7.0,13
1014,2025-03-16,5,C. Baille,France,Prop,13.6,Subs,34,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7.0,20
1015,2025-03-16,5,T. Williams,Wales,Scrum-Half,11.1,Subs,63,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,7.0,11
1016,2025-03-16,5,J. Ryan,Ireland,Second Row,12.9,Second Row,46,0,10,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,7.0,15
1017,2025-03-16,5,J. van Poortvliet,England,Scrum-Half,11.9,Subs,13,0,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,53
1018,2025-03-16,5,K. Assiratti,Wales,Prop,8.3,Subs,40,0,24,0,1,0,0,0,0,0,1,0,3,0,0,1,0,0,7.0,17
1019,2025-03-16,5,P. O'Mahony,Ireland,Back Row,0.0,Unknown,28,0,20,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,6.0,21
1020,2025-03-16,5,T. Furlong,Ireland,Prop,11.1,Subs,34,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,6.0,17
1021,2025-03-16,5,J. Gros,France,Prop,10.9,Prop,37,0,24,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,6.0,16
1022,2025-03-16,5,G. McCarthy,Ireland,Hooker,8.8,Subs,9,0,4,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,6.0,66
1023,2025-03-16,5,G. Zilocchi,Italy,Prop,8.8,Subs,24,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,6.0,25
1024,2025-03-16,5,J. Boyle,Ireland,Prop,6.9,Subs,16,0,7,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,6.0,37
1025,2025-03-16,5,T. Williams,Wales,Second Row,0.0,Unknown,32,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5.0,15
1026,2025-03-16,5,F. Baxter,England,Prop,10.0,Subs,17,0,4,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,5.0,29
1027,2025-03-16,5,D. Aldegheri,France,Prop,9.2,Subs,36,0,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,5.0,13
1028,2025-03-16,5,W. John,Wales,Prop,8.5,Prop,41,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,5.0,12
1029,2025-03-16,5,G. Thomas,Wales,Prop,12.0,Subs,28,0,7,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,4.0,14
1030,2025-03-16,5,R. Williams,Wales,Scrum-Half,9.0,Subs,17,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.0,23
1031,2025-03-16,5,D. Lamb,Italy,Second Row,8.2,Second Row,18,0,9,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4.0,22
1032,2025-03-16,5,M. Sykes,Scotland,Second Row,7.6,Subs,22,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.0,18
1033,2025-03-16,5,R. Sutherland,Scotland,Prop,9.1,Subs,14,0,4,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3.0,21
1034,2025-03-16,5,B. Muncaster,Scotland,Back Row,7.9,Subs,14,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.0,21
1035,2025-03-16,5,C. Murray,Ireland,Scrum-Half,11.2,Subs,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.0,15
1036,2025-03-16,5,J. Dobie,Scotland,Scrum-Half,10.8,Subs,14,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,14
1037,2025-03-16,5,H. Auradou,France,Second Row,8.5,Subs,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,33
1038,2025-03-16,5,S. Prendergast,Ireland,Fly-Half,14.4,Subs,16,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,6
1039,2025-03-16,5,N. Le Garrec,France,Scrum-Half,11.5,Subs,5,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,20
1040,2025-03-16,5,S. McDowall,Scotland,Centre,9.8,Subs,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,7
1041,2025-03-16,5,E. Johnson,Scotland,Second Row,0.0,Unknown,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,12
1043,2025-03-16,5,G. Nicotera,Italy,Hooker,13.4,Subs,11,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-4.0,-36
1044,2025-03-16,5,R. Vintcent,Italy,Back Row,13.4,Subs,19,0,10,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,-4.0,-21
