,extraction_date,round,name,club,position,fantasy_value,fantasy_position_group,minutes,man_of_match,meters_carried,defenders_beaten,offloads,tries,assists,conversions,penalties,drop_goals,scrum_wins,kick_50_22,tackles,breakdown_steals,lineout_steals,penalties_conceded,yellow_cards,red_cards,points,,
230,10/02/2025,1,T. Curry,England,Back Row,14,Back Row,80,,32,1,,1,,,,,2,,13,3,,,,,50,,
231,10/02/2025,1,J. Morgan,Wales,Back Row,16,Back Row,80,,121,3,1,,,,,,8,,21,,,,,,49,,
232,10/02/2025,1,J. Gibson-Park,Ireland,Scrum-Half,16,Scrum-Half,74,1,39,1,1,1,,,,,,,10,,,,,,42,,
233,10/02/2025,1,J. Lowe,Ireland,Back Three,18,Back Three,80,,167,3,1,,3,,,,,,5,,,,,,41,,
234,10/02/2025,1,L. Bielle-Biarrey,France,Back Three,15,Back Three,80,,53,5,1,2,,,,,,,4,,,,,,41,,
235,10/02/2025,1,D. Graham,Scotland,Back Three,16,Back Three,72,,122,11,,,1,,,,,,3,,,,,,41,,
236,10/02/2025,1,T. Menoncello,Italy,Centre,15,Centre,80,,100,3,2,,,,,,,,15,1,,1,,,39,,
237,10/02/2025,1,T. Attissogbe,France,Back Three,11,Back Three,80,,79,1,1,2,,,,,,,7,,,,,,38,,
238,10/02/2025,1,C. Murley,England,Back Three,10,Back Three,80,,70,3,1,1,1,,,,,,9,,,,,,38,,
239,10/02/2025,1,T. Ramos,France,Back Three,19,Back Three,67,,58,4,1,,1,4,,,,1,3,,,,,,37,,
240,10/02/2025,1,T. Beirne,Ireland,Second Row,17,Second Row,80,,25,,,1,,,,,3,,12,1,,2,,,35,,
241,10/02/2025,1,D. Jenkins,Wales,Second Row,15,Second Row,80,,34,,,,,,,,8,,24,,,,,,35,,
242,10/02/2025,1,S. Negri,Italy,Back Row,12,Back Row,80,,48,1,,,,,,,3,,26,,,2,,,33,,
243,10/02/2025,1,T. Freeman,England,Back Three,14,Back Three,80,,85,4,,1,,,,,,,6,,,,,,32,,
244,10/02/2025,1,A. Dupont,France,Scrum-Half,20,Scrum-Half,49,,64,4,1,,3,,,,,,4,,,1,,,31,,
245,10/02/2025,1,B. Aki,Ireland,Centre,15,Centre,57,,78,3,1,1,,,,,,,6,,,,,,31,,
246,10/02/2025,1,W. Rowlands,Wales,Second Row,10,Second Row,80,,43,1,,,,,,,8,,17,,,,,,31,,
247,10/02/2025,1,M. Smith,England,Fly-Half,17,Fly-Half,69,,88,4,1,,,2,1,,,,10,,,1,1,,29,,
248,10/02/2025,1,T. Reffell,Wales,Back Row,17,Subs,74,,36,,,,,,,,8,,13,1,,,,,29,,
249,10/02/2025,1,B. Kinghorn,Scotland,Back Three,17,Back Three,80,,159,4,2,,,,,,,,2,,,1,,,28,,
250,10/02/2025,1,O. Lawrence,England,Centre,15,Centre,80,,36,6,1,,,,,,,,12,,,1,,,28,,
251,10/02/2025,1,D. van der Merwe,Scotland,Back Three,19,Back Three,80,,111,4,1,,,,,,,,6,,,,,,27,,
252,10/02/2025,1,J. Marchand,France,Hooker,13,Subs,31,,13,1,1,1,,,,,1,,6,,,,,,27,,
253,10/02/2025,1,J. Brex,Italy,Centre,14,Centre,80,,83,,,1,,,,,,,9,,,,,,27,,
254,10/02/2025,1,B. Earl,England,Back Row,20,Back Row,55,,58,4,,,,,,,1,,7,1,,,,,26,,
255,10/02/2025,1,D. Fischetti,Italy,Prop,12,Prop,67,,14,,1,,,,,,3,,16,1,,1,,,26,,
256,10/02/2025,1,C. Doris,Ireland,Back Row,18,Back Row,80,,49,,2,,,,,,3,,14,,,,,,25,,
257,10/02/2025,1,D. Sheehan,Ireland,Hooker,18,Subs,30,,30,1,,1,,,,,1,,4,,,,,,25,,
258,10/02/2025,1,J. van der Flier,Ireland,Back Row,15,Back Row,80,,24,1,,,,,,,3,,18,,,1,,,24,,
259,10/02/2025,1,A. Porter,Ireland,Prop,15,Prop,73,,34,1,1,,,,,,3,,14,,,,,,24,,
260,10/02/2025,1,M. Lamaro,Italy,Back Row,15,Back Row,62,,5,,,,,,,,3,,20,,,,,,23,,
261,10/02/2025,1,G. Nicotera,Italy,Hooker,13,Hooker,51,,,,,,,,,,3,,20,,,,,,23,,
262,10/02/2025,1,R. Kelleher,Ireland,Hooker,13,Hooker,50,,49,5,,,,,,,2,,7,,,,,,23,,
263,10/02/2025,1,L. Cannone,Italy,Back Row,14,Back Row,54,,64,,,,,,,,3,,14,,,1,,,22,,
264,10/02/2025,1,P. Barassi,France,Centre,12,Centre,80,,32,,2,,,,,,,,15,,,,,,22,,
265,10/02/2025,1,E. Gailleton,France,Centre,11,Subs,13,,3,2,,1,,,,,,,3,1,,,,,22,,
266,10/02/2025,1,G. Gilchrist,Scotland,Second Row,11,Second Row,80,,31,1,1,,,,,,5,,10,,,,,,22,,
267,10/02/2025,1,B. Thomas,Wales,Centre,13,Fly-Half,80,,104,2,,,,,,,,,7,,,,,,21,,
268,10/02/2025,1,N. Tompkins,Wales,Centre,13,Centre,80,,59,2,2,,,,,,,,8,,,,,,21,,
269,10/02/2025,1,Y. Moefana,France,Centre,12,Centre,80,,34,1,,,,,,,,,16,,,,,,21,,
270,10/02/2025,1,M. Fagerson,Scotland,Back Row,14,Back Row,80,,56,,1,,,,,,5,,10,,,2,,,20,,
271,10/02/2025,1,B. Curry,England,Back Row,13,Back Row,60,,9,1,,,,,,,1,,18,,,1,,,20,,
272,10/02/2025,1,T. Allan,Italy,Fly-Half,11,Back Three,80,,30,,1,,,1,4,,,,1,,,,,,20,,
273,10/02/2025,1,J. Gros,France,Prop,10,Prop,49,,36,3,,,,,,,2,,9,,,,,,20,,
274,10/02/2025,1,F. Russell,Scotland,Fly-Half,20,Fly-Half,80,,31,3,,,,3,,,,,5,,,1,,,19,,
275,10/02/2025,1,Z. Fagerson,Scotland,Prop,14,Prop,68,,69,1,1,,,,,,3,,6,,,,,,19,,
276,10/02/2025,1,M. Hansen,Ireland,Back Three,14,Back Three,67,,67,4,1,,,,,,,,5,,,2,,,19,,
277,10/02/2025,1,E. Meafou,France,Second Row,11,Second Row,49,,30,1,1,,,,,,2,,10,,,,,,19,,
278,10/02/2025,1,P. Boudehent,France,Back Row,13,Back Row,80,,15,,,,,,,,3,,14,,,,,,18,,
279,10/02/2025,1,J. Botham,Wales,Back Row,11,Back Row,63,,13,,,,,,,,6,,12,,,1,,,18,,
280,10/02/2025,1,G. Thomas,Wales,Prop,11,Prop,45,,8,,,,,,,,4,,16,,,2,,,18,,
281,10/02/2025,1,P. Garbisi,Italy,Fly-Half,18,Fly-Half,80,,47,,,,,,,,,,8,1,,,,,17,,
282,10/02/2025,1,J. Dempsey,Scotland,Back Row,16,Subs,29,,26,,,,,,,,4,,6,1,,,,,17,,
283,10/02/2025,1,F. Cros,France,Back Row,16,Back Row,60,,1,,1,,,,,,2,,13,,,,,,17,,
284,10/02/2025,1,B. White,Scotland,Scrum-Half,14,Scrum-Half,57,,9,,,1,1,,,,,,3,,,,,,17,,
285,10/02/2025,1,G. Ringrose,Ireland,Centre,14,Centre,80,,36,1,,,,,,,,,12,,,,,,17,,
286,10/02/2025,1,E. Ashman,Scotland,Hooker,13,Subs,29,,21,,,,,,,,4,,11,,,,,,17,,
287,10/02/2025,1,J. Gray,Scotland,Second Row,10,Second Row,57,,29,1,4,,,,,,1,,5,,,1,,,17,,
288,10/02/2025,1,S. Ferrari,Italy,Prop,9,Prop,51,,,,,,,,,,3,,14,,,,,,17,,
289,10/02/2025,1,M. Itoje,England,Second Row,17,Second Row,80,,10,,,,,,,,2,,15,,,2,,,16,,
290,10/02/2025,1,R. Baird,Ireland,Back Row,12,Back Row,50,,43,2,1,,,,,,2,,5,,,1,,,16,,
291,10/02/2025,1,D. Cherry,Scotland,Hooker,9,Hooker,51,,29,,1,,1,,,,1,,7,,,,,,16,,
292,10/02/2025,1,H. Thomas,Wales,Prop,7,Prop,45,,9,,,,,,,,4,,12,,,,,,16,,
293,10/02/2025,1,P. Mauvaka,France,Hooker,15,Hooker,49,,23,,,,,,,,2,,11,,,,,,15,,
294,10/02/2025,1,F. Ruzza,Italy,Second Row,14,Second Row,68,,17,,,,,,,,3,,11,,,,,,15,,
295,10/02/2025,1,J. Conan,Ireland,Back Row,12,Subs,30,,56,1,,,,,,,1,,7,,,,,,15,,
296,10/02/2025,1,G. Martin,England,Second Row,13,Second Row,60,,14,,,,,,,,1,,14,,,1,,,15,,
297,10/02/2025,1,A. Capuozzo,Italy,Back Three,16,Back Three,80,,33,2,,,,,,,,,7,,,,,,14,,
298,10/02/2025,1,E. Genge,England,Prop,14,Prop,70,,43,1,,,,,,,1,,9,,,2,,,14,,
299,10/02/2025,1,L. Williams,Wales,Back Three,14,Back Three,80,,41,1,,,,,,,,,8,,,,,,14,,
300,10/02/2025,1,S. Prendergast,Ireland,Fly-Half,12,Fly-Half,58,,29,2,,,1,,1,,,,1,,,,,,14,,
301,10/02/2025,1,H. Keenan,Ireland,Back Three,14,Back Three,80,,81,,1,,,,,,,,4,,,,,,14,,
302,10/02/2025,1,E. Dee,Wales,Hooker,12,Subs,38,,25,,,,,,,,4,,9,,,1,,,14,,
303,10/02/2025,1,L. Cowan-Dickie,England,Hooker,12,Hooker,55,,17,,,,,,,,1,,8,1,,1,,,14,,
304,10/02/2025,1,D. Lamb,Italy,Second Row,8,Second Row,54,,,,,,,,,,3,,11,,,,,,14,,
305,10/02/2025,1,G. Brown,Scotland,Back Row,7,Subs,23,,6,,,,,,,,4,,10,,,,,,14,,
306,10/02/2025,1,R. Ntamack,France,Fly-Half,18,Fly-Half,70,,43,2,1,,1,,,,,,8,,,1,,1,13,,
307,10/02/2025,1,G. Lucchesi,Italy,Hooker,13,Subs,29,,26,2,,,,,,,,,8,,,1,,,13,,
308,10/02/2025,1,T. Dan,England,Hooker,10,Subs,25,,17,2,,,1,,,,1,,3,,,,,,13,,
309,10/02/2025,1,M. Ioane,Italy,Back Three,16,Back Three,67,,37,2,,,,,,,,,5,,,,,,12,,
310,10/02/2025,1,H. Slade,England,Centre,12,Centre,80,,30,,,,1,,,,,,6,,,1,,,12,,
311,10/02/2025,1,M. Guillard,France,Second Row,8,Subs,31,,29,1,,,,,,,1,,7,,,,,,12,,
312,10/02/2025,1,A. Mitchell,England,Scrum-Half,14,Scrum-Half,65,,25,3,,,,,,,,,3,,,,,,11,,
313,10/02/2025,1,J. Ritchie,Scotland,Back Row,12,Back Row,51,,18,1,,,,,,,1,,7,,,,,,11,,
314,10/02/2025,1,M. Zuliani,Italy,Back Row,10,Subs,18,,34,3,,,,,,,,,2,,,,,,11,,
315,10/02/2025,1,N. Smith,Wales,Prop,7,Subs,35,,28,1,,,,,,,4,,3,,,,,,11,,
316,10/02/2025,1,T. Williams,Wales,Scrum-Half,15,Scrum-Half,70,,19,,1,,,,,,,,8,,,1,,,10,,
317,10/02/2025,1,J. Ryan,Ireland,Second Row,13,Second Row,61,,8,,,,,,,,3,,8,,,1,,,10,,
318,10/02/2025,1,P. Schoeman,Scotland,Prop,13,Prop,51,,62,,,,,,,,1,,4,,,1,,,10,,
319,10/02/2025,1,N. Cannone,Italy,Second Row,14,Subs,37,,11,,,,,,,,,,9,,,,,,10,,
320,10/02/2025,1,J. Adams,Wales,Back Three,13,Back Three,80,,60,,1,,,,,,,,3,,,1,,,10,,
321,10/02/2025,1,F. Steward,England,Back Three,12,Back Three,65,,78,1,,,,,,,,,1,,,,,,10,,
322,10/02/2025,1,F. Bealham,Ireland,Prop,11,Prop,58,,7,,,,,,,,2,,7,,,,,,9,,
323,10/02/2025,1,T. Jordan,Scotland,Fly-Half,11,Subs,23,,8,,,,1,,,,,,5,,,,,,9,,
324,10/02/2025,1,D. Edwards,Wales,Fly-Half,11,Subs,54,,39,,,,,,,,,,7,,,1,,,9,,
325,10/02/2025,1,U. Atonio,France,Prop,11,Prop,49,,15,,,,,,,,2,,6,,,,,,9,,
326,10/02/2025,1,S. Gesi,Italy,Back Three,11,Subs,13,,33,3,,,,,,,,,,,,,,,9,,
327,10/02/2025,1,T. Rogers,Wales,Back Three,11,Back Three,61,,49,1,,,,,,,,,3,,,,,,9,,
328,10/02/2025,1,F. Smith,England,Fly-Half,9,Subs,15,,26,2,,,,,,,,,3,,,,,,9,,
329,10/02/2025,1,R. Sutherland,Scotland,Prop,9,Subs,29,,21,,,,,,,,4,,3,,,,,,9,,
330,10/02/2025,1,W. Stuart,England,Prop,9,Prop,57,,14,,,,,,,,1,,7,,,,,,9,,
331,10/02/2025,1,C. Baille,France,Prop,13,Subs,31,,30,,,,,,,,1,,4,,,,,,8,,
332,10/02/2025,1,A. Roumat,France,Second Row,11,Second Row,49,,11,,,,,,,,2,,6,,,1,,,8,,
333,10/02/2025,1,E. Lloyd,Wales,Hooker,8,Hooker,36,,20,1,,,,,,,4,,7,,,2,1,,8,,
334,10/02/2025,1,G. Colombe,France,Prop,10,Subs,31,,7,,1,,,,,,1,,4,,,,,,7,,
335,10/02/2025,1,S. McDowall,Scotland,Centre,8,Centre,57,,18,,,,,,,,,,6,,,,,,7,,
336,10/02/2025,1,H. Auradou,France,Second Row,,,31,,,,,,,,,,1,,6,,,,,,7,,
337,10/02/2025,1,M. Riccioni,Italy,Prop,8,Subs,29,,8,,,,,,,,,,7,,,,,,7,,
338,10/02/2025,1,R. Henshaw,Ireland,Centre,10,Subs,36,,20,,,,,,,,,,4,,,,,,6,,
339,10/02/2025,1,J. Crowley,Ireland,Fly-Half,14,Subs,22,,7,1,,,,2,,,,,1,,,1,,,6,,
340,10/02/2025,1,O. Chessum,England,Second Row,13,Subs,20,,12,,,,,,,,1,,4,,,,,,6,,
341,10/02/2025,1,K. Assiratti,Wales,Prop,8,Subs,35,,7,,,,,,,,4,,3,,,1,,,6,,
342,10/02/2025,1,R. Vintcent,Italy,Back Row,12,Subs,26,,27,,,,,,,,,,3,,,,,,5,,
343,10/02/2025,1,N. Le Garrec,France,Scrum-Half,12,Subs,31,,2,,1,,,,,,,,3,,,,,,5,,
344,10/02/2025,1,T. Willis,England,Back Row,10,Subs,25,,27,,,,,,,,1,,2,,,,,,5,,
345,10/02/2025,1,O. Jegou,France,Back Row,10,Subs,20,,,,,,,,,,1,,4,,,,,,5,,
346,10/02/2025,1,I. Henderson,Ireland,Second Row,10,Subs,19,,,,,,,,,,,,5,,,,,,5,,
347,10/02/2025,1,C. Cunningham-South,England,Back Row,14,Subs,20,,9,1,,,,,,,1,,2,,,1,,,4,,
348,10/02/2025,1,F. Baxter,England,Prop,9,Subs,10,,,,,,,,,,1,,3,,,,,,4,,
349,10/02/2025,1,O. Watkin,Wales,Centre,10,Centre,26,,24,,,,,,,,,,2,,,,,,4,,
350,10/02/2025,1,L. Rizzoli,Italy,Prop,7,Subs,13,,14,,1,,,,,,,,1,,,,,,4,,
351,10/02/2025,1,W. Hurd,Scotland,Prop,9,Subs,12,,,,,,,,,,2,,3,,,1,,,4,,
352,10/02/2025,1,M. Page-Relo,Italy,Scrum-Half,10,Scrum-Half,62,,7,,,,,,,,,,3,,,,,,3,,
353,10/02/2025,1,B. Murray,Wales,Back Three,11,Subs,19,,20,,,,,,,,,,,,,,,,2,,
354,10/02/2025,1,G. Horne,Scotland,Scrum-Half,10,Subs,23,,,,,,,,,,,,2,,,,,,2,,
355,10/02/2025,1,C. Healy,Ireland,Prop,9,Subs,7,,5,,,,,,,,,,2,,,,,,2,,
356,10/02/2025,1,J. Heyes,England,Prop,8,Subs,23,,3,,,,,,,,1,,1,,,,,,2,,
357,10/02/2025,1,A. Garbisi,Italy,Scrum-Half,8,Subs,18,,,,,,,,,,,,2,,,,,,2,,
358,10/02/2025,1,T. Clarkson,Ireland,Prop,7,Subs,22,,6,,,,,,,,1,,1,,,,,,2,,
359,10/02/2025,1,C. Murray,Ireland,Scrum-Half,11,Subs,6,,,,,,,,,,,,1,,,,,,1,,
360,10/02/2025,1,R. Williams,Wales,Scrum-Half,9,Subs,10,,6,,,,,,,,,,1,,,,,,1,,
361,10/02/2025,1,A. Wainwright,Wales,Back Row,16,Back Row,3,,,,,,,,,,,,,,,,,,,,
362,10/02/2025,1,H. Randall,England,Scrum-Half,12,Subs,15,,4,,,,,,,,,,,,,,,,,,
363,10/02/2025,1,K. Rowe,Scotland,Back Three,10,Subs,8,,,,,,,,,,,,,,,,,,,,
364,10/02/2025,1,F. Thomas,Wales,Second Row,9,Subs,13,,16,,,,,,,,2,,1,,,1,1,,-2,,
365,10/02/2025,1,D. Penaud,France,Back Three,,,,,,,,,,,,,,,,,,,,,,,
366,10/02/2025,1,M. Jalibert,France,Fly-Half,,,,,,,,,,,,,,,,,,,,,,,
367,10/02/2025,1,J. George,England,Hooker,,,,,,,,,,,,,,,,,,,,,,,
368,10/02/2025,1,O. Sleightholme,England,Back Three,,,,,,,,,,,,,,,,,,,,,,,
369,10/02/2025,1,G. Ford,England,Fly-Half,,,,,,,,,,,,,,,,,,,,,,,
370,10/02/2025,1,N. Depoortere,France,Centre,,,,,,,,,,,,,,,,,,,,,,,
371,10/02/2025,1,J. McCarthy,Ireland,Second Row,,,,,,,,,,,,,,,,,,,,,,,
372,10/02/2025,1,T. Faletau,Wales,Back Row,,,,,,,,,,,,,,,,,,,,,,,
373,10/02/2025,1,E. Daly,England,Back Three,,,,,,,,,,,,,,,,,,,,,,,
374,10/02/2025,1,G. Villiere,France,Back Three,,,,,,,,,,,,,,,,,,,,,,,
375,10/02/2025,1,C. Nash,Ireland,Back Three,,,,,,,,,,,,,,,,,,,,,,,
376,10/02/2025,1,T. Furlong,Ireland,Prop,,,,,,,,,,,,,,,,,,,,,,,
377,10/02/2025,1,P. O'Mahony,Ireland,Back Row,,,,,,,,,,,,,,,,,,,,,,,
378,10/02/2025,1,J. Dobie,Scotland,Scrum-Half,,,,,,,,,,,,,,,,,,,,,,,
379,10/02/2025,1,J. Trulla,Italy,Back Three,,,,,,,,,,,,,,,,,,,,,,,
380,10/02/2025,1,E. Bevan,Wales,Scrum-Half,,,,,,,,,,,,,,,,,,,,,,,
381,10/02/2025,1,C. Tshiunza,Wales,Second Row,,,,,,,,,,,,,,,,,,,,,,,
382,10/02/2025,1,E. Mee,Wales,Back Three,,,,,,,,,,,,,,,,,,,,,,,
383,10/02/2025,1,J. O'Brien,Ireland,Back Three,,,,,,,,,,,,,,,,,,,,,,,
384,10/02/2025,1,M. Lucu,France,Scrum-Half,,,,,,,,,,,,,,,,,,,,,,,
385,10/02/2025,1,A. Frisch,France,Centre,,,,,,,,,,,,,,,,,,,,,,,
386,10/02/2025,1,F. Dingwall,England,Centre,,,,,,,,,,,,,,,,,,,,,,,
387,10/02/2025,1,T. Roebuck,England,Back Three,,,,,,,,,,,,,,,,,,,,,,,
388,10/02/2025,1,S. Varney,Italy,Scrum-Half,,,,,,,,,,,,,,,,,,,,,,,
389,10/02/2025,1,M. Gallagher,Italy,Back Three,,,,,,,,,,,,,,,,,,,,,,,
390,10/02/2025,1,S. Skinner,Scotland,Second Row,,,,,,,,,,,,,,,,,,,,,,,
391,10/02/2025,1,O. Smith,Scotland,Centre,,,,,,,,,,,,,,,,,,,,,,,
392,10/02/2025,1,J. Roberts,Wales,Centre,,,,,,,,,,,,,,,,,,,,,,,
393,10/02/2025,1,R. Herring,Ireland,Hooker,,,,,,,,,,,,,,,,,,,,,,,
394,10/02/2025,1,D. Cretin,France,Back Row,,,,,,,,,,,,,,,,,,,,,,,
395,10/02/2025,1,L. Crosbie,Scotland,Back Row,,,,,,,,,,,,,,,,,,,,,,,
396,10/02/2025,1,A. Reed,Scotland,Back Three,,,,,,,,,,,,,,,,,,,,,,,
397,10/02/2025,1,C. Frawley,Ireland,Fly-Half,,,,,,,,,,,,,,,,,,,,,,,
398,10/02/2025,1,J. Hathaway,Wales,Back Three,,,,,,,,,,,,,,,,,,,,,,,
399,10/02/2025,1,F. Burke,Scotland,Fly-Half,,,,,,,,,,,,,,,,,,,,,,,
400,10/02/2025,1,A. Lozowski,England,Centre,,,,,,,,,,,,,,,,,,,,,,,
401,10/02/2025,1,T. Williams,Wales,Second Row,,,,,,,,,,,,,,,,,,,,,,,
402,10/02/2025,1,T. Plumtree,Wales,Back Row,,,,,,,,,,,,,,,,,,,,,,,
403,10/02/2025,1,B. Spencer,England,Scrum-Half,,,,,,,,,,,,,,,,,,,,,,,
404,10/02/2025,1,L. Marin,Italy,Fly-Half,,,,,,,,,,,,,,,,,,,,,,,
405,10/02/2025,1,J. Osborne,Ireland,Centre,,,,,,,,,,,,,,,,,,,,,,,
406,10/02/2025,1,G. Zilocchi,Italy,Prop,,,,,,,,,,,,,,,,,,,,,,,
407,10/02/2025,1,E. James,Wales,Centre,,,,,,,,,,,,,,,,,,,,,,,
408,10/02/2025,1,O. Beard,England,Centre,,,,,,,,,,,,,,,,,,,,,,,
409,10/02/2025,1,R. Hutchinson,Scotland,Centre,,,,,,,,,,,,,,,,,,,,,,,
410,10/02/2025,1,R. Slimani,France,Prop,,,,,,,,,,,,,,,,,,,,,,,
411,10/02/2025,1,M. Currie,Scotland,Centre,,,,,,,,,,,,,,,,,,,,,,,
412,10/02/2025,1,L. Le Brun,France,Fly-Half,,,,,,,,,,,,,,,,,,,,,,,
413,10/02/2025,1,G. McCarthy,Ireland,Hooker,,,,,,,,,,,,,,,,,,,,,,,
414,10/02/2025,1,C. Tiberghien,France,Back Three,,,,,,,,,,,,,,,,,,,,,,,
415,10/02/2025,1,C. Blade,Ireland,Scrum-Half,,,,,,,,,,,,,,,,,,,,,,,
416,10/02/2025,1,P. Harrison,Scotland,Hooker,,,,,,,,,,,,,,,,,,,,,,,
417,10/02/2025,1,M. Halagahu,France,Second Row,,,,,,,,,,,,,,,,,,,,,,,
418,10/02/2025,1,M. Zanon,Italy,Centre,,,,,,,,,,,,,,,,,,,,,,,
419,10/02/2025,1,M. Gazzotti,France,Back Row,,,,,,,,,,,,,,,,,,,,,,,
420,10/02/2025,1,B. Rodd,England,Prop,,,,,,,,,,,,,,,,,,,,,,,
421,10/02/2025,1,G. Beria,France,Prop,,,,,,,,,,,,,,,,,,,,,,,
422,10/02/2025,1,J. Mann,Scotland,Back Row,,,,,,,,,,,,,,,,,,,,,,,
423,10/02/2025,1,M. Sykes,Scotland,Second Row,,,,,,,,,,,,,,,,,,,,,,,
424,10/02/2025,1,E. Abadie,France,Back Row,,,,,,,,,,,,,,,,,,,,,,,
425,10/02/2025,1,L. Nouchi,France,Back Row,,,,,,,,,,,,,,,,,,,,,,,
426,10/02/2025,1,C. Langdon,England,Hooker,,,,,,,,,,,,,,,,,,,,,,,
427,10/02/2025,1,R. Favretto,Italy,Second Row,,,,,,,,,,,,,,,,,,,,,,,
428,10/02/2025,1,C. Izuchukwu,Ireland,Second Row,,,,,,,,,,,,,,,,,,,,,,,
429,10/02/2025,1,A. Masibaka,Scotland,Back Row,,,,,,,,,,,,,,,,,,,,,,,
430,10/02/2025,1,M. Lamothe,France,Hooker,,,,,,,,,,,,,,,,,,,,,,,
431,10/02/2025,1,C. Henderson,Scotland,Second Row,,,,,,,,,,,,,,,,,,,,,,,
432,10/02/2025,1,J. Brennan,France,Second Row,,,,,,,,,,,,,,,,,,,,,,,
433,10/02/2025,1,C. Prendergast,Ireland,Back Row,,,,,,,,,,,,,,,,,,,,,,,
434,10/02/2025,1,W. John,Wales,Prop,,,,,,,,,,,,,,,,,,,,,,,
435,10/02/2025,1,T. Tatafu,France,Prop,,,,,,,,,,,,,,,,,,,,,,,
436,10/02/2025,1,T. Ahern,Ireland,Second Row,,,,,,,,,,,,,,,,,,,,,,,
437,10/02/2025,1,S. Bolton,Ireland,Back Three,,,,,,,,,,,,,,,,,,,,,,,
438,10/02/2025,1,S. Parry,Wales,Hooker,,,,,,,,,,,,,,,,,,,,,,,
439,10/02/2025,1,T. Hill,England,Second Row,,,,,,,,,,,,,,,,,,,,,,,
440,10/02/2025,1,E. Ferrie,Scotland,Back Row,,,,,,,,,,,,,,,,,,,,,,,
441,10/02/2025,1,M. Canali,Italy,Second Row,,,,,,,,,,,,,,,,,,,,,,,
442,10/02/2025,1,T. Di Bartolomeo,Italy,Hooker,,,,,,,,,,,,,,,,,,,,,,,
443,10/02/2025,1,E. Johnson,Scotland,Second Row,,,,,,,,,,,,,,,,,,,,,,,
444,10/02/2025,1,T. Matiu,France,Back Row,,,,,,,,,,,,,,,,,,,,,,,
445,10/02/2025,1,J. Boyle,Ireland,Prop,,,,,,,,,,,,,,,,,,,,,,,
446,10/02/2025,1,J. Aungier,Ireland,Prop,,,,,,,,,,,,,,,,,,,,,,,
447,10/02/2025,1,K. Mathias,Wales,Prop,,,,,,,,,,,,,,,,,,,,,,,
448,10/02/2025,1,G. Bertaccini,Italy,Centre,,,,,,,,,,,,,,,,,,,,,,,
449,10/02/2025,1,D. Rae,Scotland,Prop,,,,,,,,,,,,,,,,,,,,,,,
450,10/02/2025,1,J. Bhatti,Scotland,Prop,,,,,,,,,,,,,,,,,,,,,,,
451,10/02/2025,1,A. Izekor,Italy,Back Row,,,,,,,,,,,,,,,,,,,,,,,
452,10/02/2025,1,B. Warren,Wales,Prop,,,,,,,,,,,,,,,,,,,,,,,
453,10/02/2025,1,A. Opoku-Fordjour,England,Prop,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,15,0.1,2,2,15,,,,,1,,1,5,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,0,10.6,2,2,0,0,0,0,0,5,0,8,0,0,0,0,0,0,,27.6
,,1,,,,,,,15,9,4,2,15,0,0,0,0,3,0,18,5,0,0,0,0,0,,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'tries_back': tries_back,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'tries_forward': tries_forward,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'assists': df['assists'] * 4,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'conversions': df['conversions'] * 2,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'penalties': df['penalties'] * 3,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'drop_goals': df['drop_goals'] * 5,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'defenders_beaten': df['defenders_beaten'] * 2,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'meters': (df['meters_carried'] / 10).apply(np.floor) * 1,  # Floor to nearest 10m",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'kick_50_22': df['kick_50_22'] * 7,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'tackles': df['tackles'] * 1,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'breakdown_steals': df['breakdown_steals'] * 5,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'lineout_steals': df['lineout_steals'] * 7,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'penalties_conceded': df['penalties_conceded'] * -1,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'man_of_match': df['man_of_match'] * 15,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,"        'yellow_cards': df['yellow_cards'] * -5,",,,,,,,,,,,,,,,,,,,,,,,
,,,,,        'red_cards': df['red_cards'] * -8,,,,,,,,,,,,,,,,,,,,,,,
